text	label
I'm Katherine Lebeau. I need to file a claim.	FileClaim
Well, I wanted to get a condo quote, but this is customer services, isn't it?	GetQuote
Hi. I need to file a health insurance claim.	FileClaim
Good morning, Sharon. I looking to get a, quote for Renter's insurance.	GetQuote
Yes. To set this up. I wanna be protected before I replace anything.	EnrollInPlan
I'd like to remove a dependent from my life insurance policies.	RemoveDependent
I want to take someone off my life insurance.	RemoveDependent
Hi. I need to report a claim on my property insurance.	FileClaim
Yeah? I'm looking for quotes for my new car.	GetQuote
Yes. So let's sign me up for the Complete Auto Plan.	EnrollInPlan
Wait! I forgot! I wanna change the mailing address on my account!	ChangeAddress
I have a bit of an unusual question. I I'm w-wondering whether I can insure my rabbit?	EnrollInPlan
Yeah I gotta get some information to show proof of my policy to my work, so I guess I need to find out my account number.	RequestProofOfInsurance
I'm calling to get a life insurance quote.	GetQuote
Hello. I got something in the mail from you. A bill I guess. I need to take care of it.	PayBill
I'm hoping to get proof of my car insurance.	RequestProofOfInsurance
Yeah, I'm calling about a billing error.	ReportBillingIssue
#Uh yeah, sure. Let's do that.	CancelAutomaticBilling
Hi, James. I need to change my payment preference and change my security questions.	UpdatePaymentPreference
Hi there, I'm looking to save some money, so I need to change my auto insurance plan.	ChangePlan
Yeah well no if I could, I'd like to go ahead and sign up and transfer my insurance over to you, and then I'll need to send a cancellation to my old current company.	EnrollInPlan
Hi! I've got an auto policy with you and I'd, I'd like to add my daughter.	AddDependent
I would like to get a life quote.	GetQuote
Hi, Mar- Marisol. My name's Jacob Jefferson and I- I was ju- just in an accident.	ReportAutomobileAccident
Yeah, yeah, thanks! And I wanted to know if I, like, for example, got the basic, could I maybe add on just the wellness checks? Are there, like, individual pieces, uh, like services that I could add?	ChangePlan
So, like, the basic for one and the other, the #preferred for the other?	ChangePlan
Actually, I'm also calling because our homeowner's policy with Lakeview is expiring and we wanted to transfer it establish a new policy with you.	EnrollInPlan
OK, and what would the annual rate be, if I decided to pay it all at once?	GetQuote
Hi, Michelle. This is Marisa Baker calling. I've got a family policy with you and my daughter ju- just had an accident. I, my policy number is two three eight four seven nine, then the letter V as in, violet, P as in pink, then six two two.	ReportAutomobileAccident
OK. And what is the, the amount, sorry, I don't remember what it's called, but, like, the amount that I have to pay first?	GetQuote
Yeah! And I wanted to sign up for a- a policy. #Uh, collision and, the other one.	EnrollInPlan
Yeah, yeah! So I haven't looked back at my stuff, my documents, but could you send me some information about your- like, the different types of policies?	GetQuote
Hi. My name's Maria Jacobs. I'm on Walton Street. I think, uh, I might need to report a claim.	FileClaim
My name is John and I was wanting to create an account for my new renter policy.	CreateAccount
Hi I need to change my billing address on my policy.	ChangeAddress
I need my policy number and proof of insurance!	GetPolicyNumber
Hello Timmy this is Betty, widow of Omar. I am calling today to get my life insured. I have never done this. Omar went to see Jesus and did not come back. He kept him.	EnrollInPlan
Why yes, this is Bud Zimmerman. I got me a new wife.	AddDependent
I had someone contact her on LinkedIn, and she talked up a storm there. Absolutely refused to talk about work. That was my plan. Instead she goes off and talks about life. I liked it. Had to marry her. Marian knows too much about me. It has been love sickness with me ever since. Cannot get enough of her. I need to get her on the insurances and want a life insurance policy for her alone.	AddDependent
#Uh Timothy I had an accident. It's not good morning.	FileClaim
Marian Wright here, Timothy. I was trying to pay my insurance online, and it did not confirm the submit.	CheckPaymentStatus
Timothy this is Charlsie Wiley. #Um my husband God rest his soul his perfect soil. Died in an accident of his making. I need to discuss the financial matter of life insurance.	FileClaim
#Um James decided to find a room rather than the dorm. #Uh how do we insure that, Timothy?	GetQuote
Hi Timothy! This is Geraldine from church. I doing some considerations. I need your help in deciding some things to add to my house.	GetQuote
Hello Craig. This is Jim Read. Need to look at policies and make some changes. Changing the plan, I am.	ChangePlan
Let's take a look at my hook 'em horns option homeowner insurance.	ChangePlan
Life insurance. Add a policy the cheapest one you have. Have young son who is an adult coming back home. Out of drug rehab again.	EnrollInPlan
I need to reset my password. I forgot it. Can I do it online?	ResetPassword
I got a new vintage car, Craig. Need one of those special auto quotes.	GetQuote
That's right. John, my husband, chose a military career but he is retiring now. Getting ready to buy our first house that is not military issue.	EnrollInPlan
I have had an incident in my garage workshop.	FileClaim
I need to file a claim, Craig. Storm did some roof damage, knocked a large tree down.	FileClaim
Craig, I'm Brent Brentzel. I want to increase the amount on my life insurance.	ChangePlan
Oh no. No I need life insurance on Brad in prison. Got a felony and accessory to assault at a playground on the assault. He has a smart mouth, and those boys there will assault him.	GetQuote
We do not insure prisoners, Doris but I do have contact with some non-traditional insurance agents that do. Would you like me to contact them for you?	FindAgent
Thats no problem I would be happy to create one for you. Just need to ask you a few questions.	CreateAccount
And how much is like basic life insurance?	GetQuote
Oh awesome, that is cheaper than what we are playing now. Now what about renters?	GetQuote
And how much is that a year?	GetQuote
Are you calling to file a claim and are you the beneficiary?	FileClaim
Well, I'm calling to possibly enroll in pet coverage.	EnrollInPlan
Good morning Frank, I'm calling because I want an life insurance policy.	EnrollInPlan
That's the thing. I was trying to log on and change my phone number and address.	ChangeAddress
Well Josh its not so good. For some reason you took out my payment four days early and for a higher amount and now my bank is overdrawn.	ReportBillingIssue
You can cancel the automatic pay thing is what you can do.	CancelAutomaticBilling
I decided I want to cancel the automatic payments. I just got almost a hundred dollars in overdraft fees.	CancelAutomaticBilling
Hi, my name is Helen Marie and I'm calling because I can't get into my online accountm.	ResetPassword
Hi, I will love to change my address.	ChangeAddress
I'd like to create account with your company.	CreateAccount
Hello. I would love to change my insurance plan.	ChangePlan
So how do I update my payment preference.	UpdatePaymentPreference
#Ummm, I'll like to create an account. I tried doing it on your website but I couldn't, that's why I'm calling.	CreateAccount
Good morning I will like to cancel an operation.	CancelAutomaticBilling
Good morning. I will like to change my security question.	ChangeSecurityQuestion
Okay. I will like to change a plan.	ChangePlan
Hi, I'd like to enroll in an insurance plan.	EnrollInPlan
Hi, I'd like to file property claim of my account. I tried to file it on your website but couldn't. I guess I have to make a phone call to file it.	FileClaim
Hi Susan, I want to cancel my plan now!	CancelPlan
Hey, I'd like to create an account with your insurance company.	CreateAccount
Yeah, Hello I currently have an imminent issue with the police force. Someone bashed my car and I made it clear my insurance cover will not be able to suffice for the damage done, I will like to get a prove of insurance with your company.	RequestProofOfInsurance
I wanted to ask if I could change my password on the website or if I have to make a call before changing it.	ResetPassword
I would like to add a dependent in my plan. Actually I thought I could do it on the website but I couldn't. I guess I have to make a call to make it happen.	AddDependent
Hi I would like to reset my password. I tried to reset the password on your website but couldn't.	ResetPassword
Hi, I will love to create an insurance account with Rivertown insurance company.	CreateAccount
Hi I would like to cancel my insurance plan.	CancelPlan
i just got a new car and I'm looking at having the best insurance coverage on my new whip.	EnrollInPlan
I was sent my statement of account few days ago and I got notice of a few transactions which were deductions from your insurance firm. For the month of September which was last month I got multiple deductions for my September bill. It was deducted twice.	ReportBillingIssue
Yeah, I will like to rectify my billing and yes I will want to update my billing preference too.	UpdatePaymentPreference
That settles the billing issue. You said you wanted to change your payment preference too, correct?	UpdateBillingFrequency
Hi, I'd like to report a billing issue. I checked my credit card transaction history and I was billed twice.	ReportBillingIssue
Well I had pet insurance and let it lapse and now I want to enroll in the plan again.	EnrollInPlan
Hi, I'd like to change to change security my account. I tried to change it on your website but couldn't.	ChangeSecurityQuestion
My friend told me you have an insurance package for pets.	GetQuote
Hi, I'd like to cancel the automatic billing of my account. I tried to cancel it on your website but couldn't. I guess I have to make a phone call to cancel it.	CancelAutomaticBilling
I got an email around last week that automatic billings will now include charges as from next month. I don't quite understand that. Please can you explain to me?	ReportBillingIssue
I will like to create an account with your company.	CreateAccount
I relocate from my previous residence and will like to change my address to a new one.	ChangeAddress
I will like to get the policy number of the planed I enrolled in. I tried doing that on your website but I couldn't.	GetPolicyNumber
I'm calling as regards my enrolment plan for Automobile insurance.	EnrollInPlan
Hi, I'd like to Pay Bill into my account. I tried to do it on your website but couldn't. I guess I have to make a phone call to do it.	PayBill
Hi, I'd like to remove one of dependant in my account. I tried to do so on your website but couldn't. I guess I have to make a phone call for you to help.	RemoveDependent
Hi I would like to cancel automatic billing on my account.	CancelAutomaticBilling
Yes please. I would love to add a dependent to my insurance account.	AddDependent
Amber my name is George and I am moving and need to change my address on my account somehow.	ChangeAddress
Yeah, I was just thinking, can you send the policy quote to my wife's email address?	GetQuote
Hi, I'd like to make bill payment of my account. I tried to do it on your website but couldn't. I guess I have to make a phone call to do it.	PayBill
Hi, I'd like to change my address to a new one. I tried to do that on your website but I couldn't. I guess I have to make a call to change it.	ChangeAddress
Hi, I would like to create an account.	CreateAccount
Hi, I'd like to enroll in an insurance plan.	EnrollInPlan
Fine, I want to get auto quote.	GetQuote
Hey I would like to my home address.	ChangeAddress
Okay, so yeah, I'd like to change the address on my account.	ChangeAddress
I've been trying to log in with my details on the mobile app but my password is not going through. What can I do?	ResetPassword
Can I change my home address and also add a dependent?	ChangeAddress
Hi. I just want to check the status of my last payment. I tried checking it on the website but just couldn't figure it out.	CheckPaymentStatus
Um, Hi, I would like to get a quote on some life insurance.	GetQuote
Hi, I need to reset the password to my account. I tried changing it on your website but I couldn't.	ResetPassword
Hi, I'd like to file health claim in my account. I tried to file health claim it on your website but couldn't. I guess I have to make a phone call to file health claim.	FileClaim
Good morning, I would love to change my address.	ChangeAddress
Hi, I would like to get the policy number of my current plan. Actually, I thought I could get it on the website but I kept on receiving messages I couldn't understand on my mail. I guess I have to make a call to get it.	GetPolicyNumber
Hi, I'd like to add dependent of my account.	AddDependent
I don't seem to remember my password.	ResetPassword
Alright. Can I also change my insurance plan?	ChangePlan
that's where the problem lies. I can't seem to remember my security question.	ChangeSecurityQuestion
I would love to cancel one of my insurance plans with your company.	CancelPlan
#em, I would love to go for the Petcare preferred plan due to the number of my pets.	EnrollInPlan
Hi, I'd like to change plan of my account. I tried to change it on your website but couldn't. I guess I have to make a phone call to change it.	ChangePlan
Hi it's a whole of stress looking for a nearby insurance agent, can you help me out?	FindAgent
Hey yeah, I have to call and report an accident.	ReportAutomobileAccident
Hi, I'd like to change my address to a new one. I tried to do that on your website but I couldn't. I guess I have to make a call to change it.	ChangeAddress
Hi, I'd like to cancel the automatic billing of my account. I tried to cancel it on your website but couldn't. I guess I have to make a phone call to cancel it.	CancelAutomaticBilling
I will like to change my password.	ResetPassword
Hi, I would like to cancel my insurance plan. I tried doing it on the website but I couldn't so I guessed I have to make a call to cancel it.	CancelPlan
yeah so I would like to change my address on my account.	ChangeAddress
Yes. I want to enroll in plan. I tried doing that on the website but unfortunately I can't.	EnrollInPlan
I will like to cancel a plan.	CancelPlan
[Laughter]. You sound so confident. Well, I need to update my payment preference.	UpdatePaymentPreference
I wanted to ask if I could change my password on the website or if I have to make a call before changing it.	ResetPassword
Hi, I'd like to find agent of your insurance company closer to me.	FindAgent
I got an email around last week that automatic billings will now include charges as from next month. I don't quite understand that. Please can you explain to me?	ReportBillingIssue
Good morning, I would like to get a quote on pet insurance.	GetQuote
Okay that sounds good I would like to get him enrolled in that program.	EnrollInPlan
I recently moved to a new city and I need to update my address.	ChangeAddress
Exactly and I also want to add a dependent to my insurance account profile.	AddDependent
Hi, I would like to enroll in an insurance plan. A friend of mine who is also your customer told me I could do it on your website but I had issues with that. I guess I have to make a call to enroll.	EnrollInPlan
I'll help you with creating an account. You don't have to worry about that.	CreateAccount
Perfect. Now that your account has been successfully created, let's continue with enrolling you in the plan of your choice.	EnrollInPlan
Fine, I want to get pet quote.	GetQuote
Hello. How are you doing? I would love to change my insurance plan.	ChangePlan
I checked my credit card transaction history, and it was billed twice last week.	ReportBillingIssue
Hi. I just want to check the status of my last payment. I tried checking it on the website but just couldn't figure it out.	CheckPaymentStatus
I would love to cancel six of my insurance plans with your company.	CancelPlan
What are the questions?	ChangeSecurityQuestion
I would love to register for life insurance and I would love to know the types of, life insurance you have.	EnrollInPlan
Hi, I'd like to cancel the automatic billing of my account.	CancelAutomaticBilling
Hi, I'd like to enroll a plan on my account. I tried to enroll after creating an account it on your website but couldn't. I guess I have to make a phone call to enroll.	EnrollInPlan
I would like to know if you offer any kind of Pet insurance. I love pets so much and I think it's only fitting that I insure them.	GetQuote
I need to reset my password. I don't know I locked myself out again and this is a pain calling in, there use to be a button I could click and reset my password.	ResetPassword
Yes thank you, #em I want to reset my account login password.	ResetPassword
I needed to request a proof of insurance document.	RequestProofOfInsurance
Hi there my name is Michael Stockton, and I have an account with you guys, and I was just trying to check how much was left on my bill, but it seems like your system is down.	CheckAccountBalance
Okay, I can definitely help you with that. Would you like me to connect you with an agent in your area?	FindAgent
Yes, I wanted to cancel my automatic payments.	CancelAutomaticBilling
Yes I wanted to cancel that and just pay off the remaining balance now.	PayBill
Hi there I need to reset the password to my account.	ResetPassword
Hi I was calling to get a quote on a car insurance plan.	GetQuote
I need to I need to cancel my health insurance.	CancelPlan
Oh hi, I need to put in a change of address please.	ChangeAddress
Hi there, I need to reset the password for the account to my auto insurance.	ResetPassword
Yeah I was just trying to change my billing address, but I guess I just couldn't remember my password.	ChangeAddress
I was sent my statement of account few days ago and I got notice of a few transactions which were deductions from your insurance firm. For the month of September which was last month I got multiple deductions for my September bill. It was deducted twice.	ReportBillingIssue
Yeah, I will like to rectify my billing and yes I will want to update my billing preference too.	UpdateBillingFrequency
Good morning. I will like to change my security question.	ChangeSecurityQuestion
Yeah, Hello I currently have an imminent issue with the police force. Someone bashed my car and I made it clear my insurance cover will not be able to suffice for the damage done, I will like to get a prove of insurance with your company.	RequestProofOfInsurance
Hey, I'd like to create an account with your insurance company.	CreateAccount
yeah so I would like to change my address on my account.	ChangeAddress
Okay, so yeah, I'd like to change the address on my account.	ChangeAddress
I'm calling as regards my enrolment plan for Automobile insurance.	EnrollInPlan
The services I have being receiving from your company has being encouraging and my intent is to increase or enroll for more plans with you.	EnrollInPlan
Ok then, but first can I get my current policy number.	GetPolicyNumber
Mhm, about that I will like to get a quote for the Life insurance first.	GetQuote
I'd like to create account with your company.	CreateAccount
Hi, I'd like to change my address to a new one. I tried to do that on your website but I couldn't. I guess I have to make a call to change it.	ChangeAddress
I would like to cancel the automatic billing on my account.	CancelAutomaticBilling
Fine, I want to get pet quote.	GetQuote
I want to enroll in one of your insurance plan.	EnrollInPlan
Hi I would like to reset my password. I tried to reset the password on your website but couldn't.	ResetPassword
Hi, I'd like to enroll in an insurance plan.	EnrollInPlan
Yes, how do I make payment?	PayBill
Hi. I just want to check the status of my last payment. I tried checking it on the website but just couldn't figure it out.	CheckPaymentStatus
I will like to cancel a plan.	CancelPlan
i just got a new car and I'm looking at having the best insurance coverage on my new whip.	EnrollInPlan
I would love to register for life insurance and I would love to know the types of, life insurance you have.	EnrollInPlan
Well mhm I think my bill is due. Can you check first?	PayBill
Then yes I do wanna pay it.	PayBill
Yeah. Hi. I need to get my ex off my auto insurance policy.	RemoveDependent
Why don't you remove yourself, and start a new policy.	EnrollInPlan
I recently moved to a new city and I need to update my address.	ChangeAddress
Exactly and I also want to add a dependent to my insurance account profile.	AddDependent
Hi, I'd like to change to change security my account. I tried to change it on your website but couldn't.	ChangeSecurityQuestion
Hi, I will love to change my address.	ChangeAddress
Hi, I'd like to change plan of my account. I tried to change it on your website but couldn't. I guess I have to make a phone call to change it.	ChangePlan
well, I would also like to know if you offer any kind of Pet insurance. I love pets so much and I think it's only fitting that I insure them.	GetQuote
Hi, I'd like to report a billing issue. I checked my credit card transaction history and I was billed twice.	ReportBillingIssue
I will like to change my password.	ResetPassword
Hi, I'd like to make bill payment of my account. I tried to do it on your website but couldn't. I guess I have to make a phone call to do it.	PayBill
I will like to enrol for the life insurance policy.	EnrollInPlan
Ok then, but first can I get my current policy number.	GetPolicyNumber
Mhm, about that I will like to get a quote for the Life insurance first.	GetQuote
Hi I would like to cancel automatic billing on my account.	CancelAutomaticBilling
Yes please. I would love to add a dependent to my insurance account.	AddDependent
Hi, I would like to get the policy number of my current plan. Actually, I thought I could get it on the website but I kept on receiving messages I couldn't understand on my mail. I guess I have to make a call to get it.	GetPolicyNumber
Hi, my dad recently kicked me off his car insurance policy and said I needed to start paying for my own. So th- that's what I need to do now I guess.	EnrollInPlan
uh-huh. How do I go about it?	GetQuote
#em, I would love to go for the Petcare preferred plan due to the number of my pets.	EnrollInPlan
oh! Okay. Kindly deduct the insurance fee for my pets from my credit card.	UpdatePaymentPreference
Hi, I'd like to cancel the automatic billing of my account. I tried to cancel it on your website but couldn't. I guess I have to make a phone call to cancel it.	CancelAutomaticBilling
I checked my credit card transaction history, and it was billed twice last week.	ReportBillingIssue
Hello. How are you doing? I would love to change my insurance plan.	ChangePlan
I would love to upgrade my home owner insurance plan.	ChangePlan
Hi, I'd like to Pay Bill into my account. I tried to do it on your website but couldn't. I guess I have to make a phone call to do it.	PayBill
I wanted to ask if I could change my password on the website or if I have to make a call before changing it.	ResetPassword
Hi, I'd like to add dependent of my account.	AddDependent
Hey I would like to my home address.	ChangeAddress
mister Brian Hogwart who just recently insured his pets referred me to your insurance company.	GetQuote
Alright. So how do I go about it?	EnrollInPlan
Hi, I'd like to cancel the automatic billing of my account. I tried to cancel it on your website but couldn't. I guess I have to make a phone call to cancel it.	CancelAutomaticBilling
Well I'm calling today to change my address on my account.	ChangeAddress
I'd love to get a quote.	GetQuote
Oh yeah, if you can find me an agent that would be great.	FindAgent
Hi, I'd like to remove one of dependant in my account. I tried to do so on your website but couldn't. I guess I have to make a phone call for you to help.	RemoveDependent
I will like to create an account with your company.	CreateAccount
Hi, I would like to enroll in an insurance plan. A friend of mine who is also your customer told me I could do it on your website but I had issues with that. I guess I have to make a call to enroll.	EnrollInPlan
Good morning, I would love to change my address.	ChangeAddress
I will like to get the policy number of the planed I enrolled in. I tried doing that on your website but I couldn't.	GetPolicyNumber
Hi, I would like to create an account.	CreateAccount
I would love to cancel one of my insurance plans with your company.	CancelPlan
I'll help you reset your security question ma'am.	ChangeSecurityQuestion
[Laughter]. You sound so confident. Well, I need to update my payment preference.	UpdatePaymentPreference
Hi, I need to reset the password to my account. I tried changing it on your website but I couldn't.	ResetPassword
Hi, I'd like to file health claim in my account. I tried to file health claim it on your website but couldn't. I guess I have to make a phone call to file health claim.	FileClaim
Right, my deductible is only $five zero zero, and I paid almost $two five zero zero over three months!	ReportBillingIssue
Waive the legal fee. Give the man the coverage. If I come for him he'll need it.	ChangePlan
Alright. So how do I go about it?	EnrollInPlan
Hi, I'd like to enroll a plan on my account. I tried to enroll after creating an account it on your website but couldn't. I guess I have to make a phone call to enroll.	EnrollInPlan
I've been trying to log in with my details on the mobile app but my password is not going through. What can I do?	ResetPassword
Can I change my home address and also add a dependent?	ChangeAddress
Fine, I want to get auto quote.	GetQuote
Hi, I would like to cancel my insurance plan. I tried doing it on the website but I couldn't so I guessed I have to make a call to cancel it.	CancelPlan
Well, I don't know if your company offers any kind of renters insurance.	GetQuote
Hi. I just want to check the status of my last payment. I tried checking it on the website but just couldn't figure it out.	CheckPaymentStatus
I wanted to ask if I could change my password on the website or if I have to make a call before changing it.	ResetPassword
Yes thank you, #em I want to reset my account login password.	ResetPassword
Hello. I would love to change my insurance plan.	ChangePlan
So how do I update my payment preference.	UpdatePaymentPreference
I would like to cancel the automatic billing on my account.	CancelAutomaticBilling
#Um yeah hi, I've got an insurance plan for my car with you guys, and I'm just wanting to let you know that I'm actually moving next week and thought I should let you know about updating my address.	ChangeAddress
sounds good. I think I'd love the complete automobile plan.	EnrollInPlan
I would love to cancel one of my insurance plans with your company.	CancelPlan
Yes. I want to enroll in plan. I tried doing that on the website but unfortunately I can't.	EnrollInPlan
Hi, I'd like to change my address to a new one. I tried to do that on your website but I couldn't. I guess I have to make a call to change it.	ChangeAddress
i will like to file a property claim.	FileClaim
I would like to add a dependent in my plan. Actually I thought I could do it on the website but I couldn't. I guess I have to make a call to make it happen.	AddDependent
Yea, I'd like to enroll a plan in my account. I tried to enroll it on your website but couldn't. I guess I have to make a phone call to enroll it.	EnrollInPlan
I don't seem to remember my password.	ResetPassword
Alright. Can I also change my insurance plan?	ChangePlan
Hi, I'd like to find agent of your insurance company closer to me.	FindAgent
well, I would also like to know if you offer any kind of Pet insurance. I love pets so much and I think it's only fitting that I insure them.	GetQuote
#Ummm, I'll like to create an account. I tried doing it on your website but I couldn't, that's why I'm calling.	CreateAccount
Yes I would like to add a dependent to my policy. Last year I added my son but I've had another baby since then so I was hoping to add him as well.	AddDependent
Hi, I will love to create an insurance account with Rivertown insurance company.	CreateAccount
Automatic Billing.	CancelAutomaticBilling
Hi, I'd like to file property claim of my account. I tried to file it on your website but couldn't. I guess I have to make a phone call to file it.	FileClaim
Yes. I got an email around last week that automatic billings will now include charges as from next month. I don't quite understand that. Please can you explain to me?	ReportBillingIssue
Okay. I will like to change a plan.	ChangePlan
Hi. I want to cancel automatic billing on my account.	CancelAutomaticBilling
Yes please. I would love to add a dependent to my insurance account.	AddDependent
I relocate from my previous residence and will like to change my address to a new one.	ChangeAddress
Hi it's a whole of stress looking for a nearby insurance agent, can you help me out?	FindAgent
Hi, I'd like to cancel the automatic billing of my account.	CancelAutomaticBilling
#Uh hi, Mark. I would like to get my car insured.	EnrollInPlan
#Um yes. Hi, this is Sarah. I would like to I need help creating an account.	CreateAccount
Yeah you guys keep taking money out of my account and I didn't tell you you could do that. It's been this way for months.	ReportBillingIssue
Okay. So you want to cancel it permanently. Is that correct?	CancelAutomaticBilling
Hi, I would like to cancel my automatic billing please.	CancelAutomaticBilling
Yes, I want a bill in the mail each month and all credit card information in my file deleted.	UpdateBillingFrequency
I live in an apartment and my lease is up. I need proof of my renter's insurance to to sign my new lease.	RequestProofOfInsurance
I would like to update my payment preferences please.	UpdatePaymentPreference
Yes, that is correct. I would like to change from my checking account to my credit card for my autopay.	UpdatePaymentPreference
I would like to create an account please.	CreateAccount
Hello, I would like to add a dependent to my health insurance please.	AddDependent
Hi, I would like to remove a dependent from my health insurance plan, please.	RemoveDependent
Hi, Edith. I would like to cancel my health insurance, please.	CancelPlan
I am also getting dental and vision through my new employer. I would like to cancel these plans as well.	CancelPlan
Hello, I would like to check the status of my payment please.	CheckPaymentStatus
I would like to update the address on my account please.	ChangeAddress
Yes I need to change the way I pay you guys.	UpdatePaymentPreference
Yes I just need to change the card I'm paying with.	UpdatePaymentPreference
I would like to change the password on my account that I have for pet insurance.	ResetPassword
Thank you. I would like to change the security question on my account please.	ChangeSecurityQuestion
Yes, that is why I am calling to change my security question. I guess I will need to change this password as well.	ResetPassword
Hello, Sarah. I would like to cancel my auto insurance.	CancelPlan
Hello, I would like to find an agent please.	FindAgent
Hello, Mary. I need to pay my bill.	PayBill
I would like to change the billing frequency on my account please. That once a year payment for auto insurance is a big hit.	UpdateBillingFrequency
I would like to sign up for auto insurance.	EnrollInPlan
Okay, Crystal, my wife usually handles all of the bills, but she's been sick so I was calling to see if the bill for last month had been paid she's been sick for a few weeks now and I'm not sure if she paid the insurance can you help me.	CheckPaymentStatus
Okay, so how do I do that? Nancy always did it I'm not sure how to pay the bill. Can you help me?	PayBill
Well, I attempted to pay it, but I'm not sure if it went through? It just kept spinning after I clicked submit, and I never got one of those confirmation emails. So is there a way you can check that for me?	ReportBillingIssue
Yeah hi hello, I've been waiting for twenty minutes and all I wanted was my stupid policy number.	GetPolicyNumber
Hi Amy. This is Mel and I am calling to sign up for pet insurance.	EnrollInPlan
Ok. How much does something like this cost?	GetQuote
I just want to know what my account balance is.	CheckAccountBalance
Can I go ahead and pay it?	PayBill
So I need to report the accident to you, correct?	ReportAutomobileAccident
Hi Joe, I need to pay my bill.	PayBill
Hello Joan, I'm calling today for life insurance.	GetQuote
I just moved, so I need to change my address.	ChangeAddress
Hi there. I need my policy number.	GetPolicyNumber
Some issue with my security question. I couldn't login.	ChangeSecurityQuestion
Well, I actually need to cancel my policy.	CancelPlan
I just need to pay a bill.	PayBill
Is there any way to get a quote also?	GetQuote
Okay sorry about that. I wanted to speak with someone who could help me cancel my current plan.	CancelPlan
#Um I am looking to cancel my policy with you.	CancelPlan
Yes alright, okay well, I need to update my payment preference.	UpdatePaymentPreference
I'd like to try to Sorry, hang on. #Um I was trying to change my package, if that's possible?	ChangePlan
Right, yeah I understand completely. Ok I'm seeing that your policy is actually outdated and we don't currently offer an upgrade on it so you'll have to switch policies completly. Is that ok?	ChangePlan
Hi, I need to get insurance.	EnrollInPlan
Okay, I I unlocked your account, now I'll help you reset your password.	ResetPassword
Hi, I we just had a baby and I want to add her to our policy, can I do that or do I have to wait until she's older?	AddDependent
Hello, my name is Kerry Silver. I need some help. You see I can't remember if I made a payment or what my balance is we have been so busy this month and.	CheckAccountBalance
So we can get that paid today and keep you going, okay?	PayBill
Hi, I'd like to report an accident.	ReportAutomobileAccident
Hello Jenny, I'd like to get some insurance for a condo we just bought or we're buying now I was told we had to get insurance but I really don't know what type.	EnrollInPlan
Hi, Charlie, I'm calling because I I'm trying to renew my registration and they say I need paperwork from my insurance company before I can renew.	RequestProofOfInsurance
Hi, yes. I was hoping you could tell me what my balance is.	CheckAccountBalance
Umm. Let's just go ahead and pay the entire amount.	PayBill
yeah I want the automatic payments to stop coming out of my bank! Can you do that for me?	CancelAutomaticBilling
Hi my name is Carlos and I am looking to reset my password.	ResetPassword
Actually yeah. Can you transfer me to billing?	PayBill
Sure! I can help you with that, John. So, you're wanting to drop the full coverage policy for something.	ChangePlan
Oh, oh yeah. I need to to to sw- transfer my to change my address. You see, we just moved.	ChangeAddress
Oh yes, okay. #Uh well you see, my grandson Jeremiah has moved into our house because well yes.	AddDependent
Yes Matt, I'd like to remove my son from my policy.	RemoveDependent
So would you like to sign up for the Premium Gold plan then?	EnrollInPlan
Yes our house flooded in that bad storm yesterday.	FileClaim
Uh hello yeah. I would like to add my new dependents to my policy.	AddDependent
Yes so would you like for me to add the premium package then?	ChangePlan
Hi, my name is Jane Janeson and I'm having a problem with my billing statement.	ReportBillingIssue
Hi I'd like to make a payment on my account.	PayBill
Hi yes I I'm new to my area and I need to find me a new local insurance agent.	FindAgent
Oh yeah . I need to update my address.	ChangeAddress
Can you update my girlfriends file to?	ChangeAddress
Hi Mark yes we just had a baby, so I need to get her added to our health insurance.	AddDependent
#Ah yeah I'm having issues with my billing and need to get the automatic payments turned off.	CancelAutomaticBilling
Yeah actually, I mentioned being overcharged on my bills. I need to get that fixed.	ReportBillingIssue
Yh, i tried to follow the step by step process you sent to my Email address but I'm having issues with the password.	ResetPassword
So i was wondering if the company has a branch over there.	FindAgent
nah, considering how busy I'll be i called to know if an agent of the company would assist me change plan and do some other things.	ChangePlan
I want a change of plan, is it possible?	ChangePlan
I'm calling regarding an accident that happened.	ReportAutomobileAccident
yes I need to make sure my payment has gone through.	CheckPaymentStatus
yeah our son just turned twenty six, so I guess I need to remove him from our insurance policy.	RemoveDependent
yes, hi, I'm in the process of moving and I need to change my address on my account.	ChangeAddress
Oh hi yes I need to get that paper for my car that shows I have insurance.	RequestProofOfInsurance
Hi Jason. My name is Miranda and I am having an issue with automatic billing.	ReportBillingIssue
So I would like to change my automatic billing.	CancelAutomaticBilling
yeah on my online account I need to change that security question and I can't figure out how.	ChangeSecurityQuestion
yes, I need to take care of my bill.	PayBill
yes, I've made my account online and I've been doing my research, so I think I'm ready to enroll.	EnrollInPlan
well, so yeah before I forget, where can I get a copy of my insurance for my car?	RequestProofOfInsurance
Hi Sandy, yeah this Mike Harlow. I need to change my payment option please.	UpdatePaymentPreference
Hi yeah I need to change how I'm billed.	UpdateBillingFrequency
Yes, hi I've forgotten my password and I'm not having any luck resetting my password online.	ResetPassword
Hi yes I need to cancel my car insurance.	CancelPlan
Hi. I'm calling about pet insurance. Am I in the right department?	GetQuote
Yeah I guess I need to remove my son from my plan seeing how he's actually a functional adult now with a job.	RemoveDependent
Yes. I want him off both please.	RemoveDependent
